Microwshed_ID,Pond_Count,Area_Acres,Total_Pond_Area_Acres,Total_Pondshed_Area_Acres,Pond /_MWS Area_Percentage,Pondshed /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Controllable_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
667,4,449.17,20.97,121.05,4.67,26.95,55.01,nan,nan,nan,4.94,19.42
750,3,132.87,27.90,119.90,21.00,90.24,72.97,nan,nan,nan,2.17,6.10
62,8,141.81,32.32,118.24,22.79,83.38,84.41,nan,nan,nan,22.20,32.28
330,6,446.36,19.14,118.05,4.29,26.45,50.26,nan,nan,nan,32.09,82.87
631,1,116.73,42.77,116.73,36.64,100.00,111.50,nan,nan,nan,10.15,31.38
260,6,330.37,22.55,116.26,6.83,35.19,59.09,nan,nan,nan,22.71,75.99
774,8,318.06,28.23,114.34,8.88,35.95,73.82,nan,nan,nan,41.67,82.16
423,8,308.66,21.58,113.27,6.99,36.70,56.58,nan,nan,nan,12.21,24.40
726,6,524.06,20.07,113.12,3.83,21.59,52.68,nan,nan,nan,13.53,38.15
517,1,111.97,93.87,111.97,83.84,100.00,243.96,nan,nan,nan,0.13,nan
194,6,195.75,20.72,111.37,10.59,56.90,54.36,nan,nan,nan,37.78,80.76
902,4,339.65,39.10,110.55,11.51,32.55,101.98,nan,nan,nan,29.41,70.28
191,5,301.17,17.95,108.31,5.96,35.96,47.18,nan,nan,nan,29.63,88.28
884,4,594.81,16.16,108.08,2.72,18.17,42.53,nan,nan,nan,2.06,10.68
596,1,271.47,76.66,106.47,28.24,39.22,199.36,nan,nan,nan,0.00,nan
44,6,329.88,21.24,106.29,6.44,32.22,55.69,nan,nan,nan,10.29,29.65
828,7,2121.76,18.54,105.73,0.87,4.98,48.69,nan,nan,nan,8.09,31.14
218,6,160.72,17.21,105.21,10.71,65.46,45.26,nan,nan,nan,34.08,67.85
58,2,591.77,27.44,102.14,4.64,17.26,71.76,nan,nan,nan,7.23,37.93
618,1,156.36,24.48,101.61,15.66,64.99,64.11,nan,nan,nan,0.79,3.60
328,6,346.20,15.57,101.03,4.50,29.18,41.00,nan,nan,nan,34.34,78.91
277,1,118.94,46.14,100.57,38.79,84.55,120.24,nan,nan,nan,0.00,86.00
49,5,170.14,18.20,99.52,10.70,58.49,47.83,nan,nan,nan,23.02,57.26
696,9,1028.14,15.18,99.35,1.48,9.66,40.00,nan,nan,nan,2.45,17.19
157,3,314.29,25.23,98.91,8.03,31.47,66.03,nan,nan,nan,3.52,24.70
609,5,210.45,16.23,97.93,7.71,46.54,42.71,nan,nan,nan,8.98,36.85
587,1,130.14,76.66,96.97,58.91,74.51,199.36,nan,nan,nan,0.35,nan
872,3,107.05,28.98,96.83,27.07,90.45,75.77,nan,nan,nan,6.14,21.68
220,4,147.50,16.41,95.66,11.13,64.85,43.18,nan,nan,nan,40.98,69.00
694,9,264.79,15.18,93.32,5.73,35.24,40.00,nan,nan,nan,4.08,49.71
763,3,128.91,21.19,93.31,16.44,72.38,55.58,nan,nan,nan,12.65,34.59
224,3,130.22,16.44,92.99,12.62,71.41,43.25,nan,nan,nan,35.90,87.84
610,2,152.80,18.17,91.37,11.89,59.80,47.75,nan,nan,nan,2.44,8.56
32,2,269.72,17.28,89.98,6.41,33.36,45.43,nan,nan,nan,4.25,11.84
877,3,207.96,44.05,89.29,21.18,42.93,114.81,nan,nan,nan,22.43,59.83
695,7,136.83,16.27,86.53,11.89,63.24,42.83,nan,nan,nan,27.81,67.81
747,3,114.79,15.47,85.65,13.48,74.62,40.76,nan,nan,nan,6.57,9.39
509,1,321.77,15.41,83.70,4.79,26.01,40.58,nan,nan,nan,0.36,1.23
586,1,836.60,76.66,82.73,9.16,9.89,199.36,nan,nan,nan,0.21,0.60
602,4,109.40,55.84,80.89,51.04,73.94,145.39,nan,nan,nan,0.40,98.11
438,4,141.63,46.09,78.12,32.55,55.16,120.12,nan,nan,nan,29.48,62.92
622,1,113.11,17.26,77.63,15.26,68.63,45.39,nan,nan,nan,1.54,2.79
351,1,101.18,15.95,77.21,15.76,76.31,41.98,nan,nan,nan,40.03,85.12
267,2,82.47,16.32,75.92,19.78,92.07,42.93,nan,nan,nan,21.00,47.85
45,3,95.13,17.19,74.80,18.07,78.63,45.21,nan,nan,nan,26.84,44.30
166,5,101.37,19.14,74.40,18.88,73.39,50.26,nan,nan,nan,22.96,54.12
606,1,71.63,28.95,70.80,40.42,98.85,75.69,nan,nan,nan,0.00,90.37
749,3,314.87,16.18,70.47,5.14,22.38,42.59,nan,nan,nan,6.16,11.03
907,1,76.24,34.41,69.49,45.13,91.15,89.82,nan,nan,nan,27.08,79.04
690,3,88.22,22.27,68.88,25.24,78.08,58.37,nan,nan,nan,8.69,57.17
924,2,119.33,17.41,67.14,14.59,56.26,45.78,nan,nan,nan,1.88,4.41
603,5,99.97,21.06,66.69,21.06,66.71,55.22,nan,nan,nan,2.73,83.71
691,3,83.31,15.33,64.02,18.40,76.84,40.39,nan,nan,nan,7.11,50.31
165,3,71.83,20.18,63.91,28.09,88.98,52.94,nan,nan,nan,24.06,62.93
625,4,560.57,19.26,63.28,3.44,11.29,50.57,nan,nan,nan,4.20,16.01
871,5,85.23,17.03,59.84,19.98,70.21,44.78,nan,nan,nan,14.29,33.40
746,3,81.21,20.49,59.59,25.24,73.38,53.77,nan,nan,nan,14.18,23.29
310,3,115.34,24.95,57.55,21.63,49.90,65.32,nan,nan,nan,30.51,91.03
745,3,83.50,18.62,55.71,22.30,66.71,48.91,nan,nan,nan,16.54,21.30
63,3,183.81,16.87,53.52,9.18,29.12,44.38,nan,nan,nan,18.97,44.42
64,4,108.66,18.95,46.29,17.44,42.60,49.76,nan,nan,nan,11.72,30.56
309,1,89.40,18.11,38.50,20.26,43.06,47.60,nan,nan,nan,32.02,85.19
878,1,149.86,30.42,22.44,20.30,14.97,79.48,nan,nan,nan,12.02,12.77
